state,rptdate,sex_male,sex_female,sex_ina,eth_latinx,eth_not_latinx,eth_ina,race_native_alaskan,race_asian,race_black,race_hawaiian_pi,race_white,race_ina,age_under_22,age_22_24,age_24_under,age_25_34,age_35_44,age_45_54,age_55_64,age_55_59,age_60_64,age_65_over,age_ina,industry_ag_forest_fish_hunt,industry_mining,industry_utilities,industry_construction,industry_manufacturing,industry_wholesale_trade,industry_retail_trade,industry_transport_warehouse,industry_information,industry_finance_insurance,industry_real_estate,industry_prof_scientific_tech_services,industry_management_of_cos_ent,industry_admin_support_wastemgmt_remedial,industry_educational_services,industry_healthcare_social_assistance,industry_arts_ent_rec,industry_accomodation_food,industry_other_services_excl_public_admin,industry_public_admin,industry_ina,occ_mgmt,occ_bussiness_financial_operations,occ_computer_math,occ_architecture_engineering,occ_life_physical_social_sciences,occ_communinity_social_services,occ_legal,occ_educational_library,occ_arts_design_ent_sports_media,occ_healthcare_practitioners_technical,occ_healthcare_support,occ_protective_sevice,occ_food_prep_serving,occ_building_grounds_cleaning_maintenance,occ_personal_care_service,occ_sales_related,occ_office_admin_support,occ_farming_fishing_forestry,occ_construction_extraction,occ_installation_maintenance_repair,occ_production,occ_transportation_material_moving,occ_military,occ_ina,raceeth_latinx_native,raceeth_latinx_other,raceeth_latinx_unknown,raceeth_latinx_white,raceeth_not_latinx_native,raceeth_not_latinx_other,raceeth_not_latinx_unknown,raceeth_not_latinx_white,raceeth_unknown_native,raceeth_unknown_other,raceeth_ina,raceeth_unknown_white,racecombined_native_alaskan,racecombined_asian,racecombined_black,racecombined_latinx,racecombined_hawaiian_pi,racecombined_ina,racecombined_white,racecombined_asian_pi
ID,3/7/20,684,263,0,0,0,0,0,0,0,0,0,0,0,0,112,207,179,197,0,113,76,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,3/14/20,636,310,0,0,0,0,0,0,0,0,0,0,0,0,96,227,208,179,0,117,73,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,3/21/20,4801,7484,0,0,0,0,0,0,0,0,0,0,0,0,2611,3839,2421,1551,0,718,569,564,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,3/28/20,11225,15955,0,0,0,0,0,0,0,0,0,0,0,0,5712,7716,5489,4011,0,1826,1332,1060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,4/4/20,10350,11766,0,0,0,0,0,0,0,0,0,0,0,0,4476,5933,4341,3470,0,1619,1244,968,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,4/11/20,5947,6746,0,0,0,0,0,0,0,0,0,0,0,0,2667,3269,2334,2025,0,971,723,642,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,3/21/20,43385,73574,0,0,0,0,0,0,0,0,0,0,0,0,20416,36484,25211,16233,13915,0,0,4703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3930,733,310,208,69,527,91,2773,2026,6014,4117,336,37022,1623,8481,6298,5376,121,3066,1222,1807,2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,4468,5916,5820,202,8197,91105,0
MN,3/28/20,51002,60568,0,0,0,0,0,0,0,0,0,0,0,0,17913,29316,23161,17820,17376,0,0,5987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549,465,263,284,10,225,66,880,571,796,1188,142,4404,839,981,2875,2911,146,3516,1468,2713,1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,5521,8304,5781,165,7139,83646,0
MN,4/4/20,56203,57140,0,0,0,0,0,0,0,0,0,0,0,0,15142,26245,23681,19918,20540,0,0,7820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,621,392,358,46,222,98,679,862,683,1155,140,2393,953,792,3460,2789,161,3465,1485,3121,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,5928,8786,5187,191,6886,85090,0
MN,4/11/20,44860,48689,0,0,0,0,0,0,0,0,0,0,0,0,13745,21975,19212,15780,16339,0,0,6507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343,513,363,316,11,304,89,605,745,738,1221,155,2311,850,1065,2885,2163,171,2638,1017,2807,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862,5437,8777,4651,143,5869,66819,0
NM,3/7/20,5684,3855,0,5301,3542,696,1110,57,278,24,5418,2652,297,441,0,2245,2097,1937,0,1066,888,568,0,1146,312,14,1606,470,232,836,239,673,191,113,464,17,875,165,727,171,572,207,261,248,834,256,131,138,164,84,47,112,260,176,200,256,314,201,275,539,1199,1154,1345,410,733,698,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,3/14/20,5531,3825,0,5212,3479,665,1089,51,275,27,5298,2616,285,438,0,2146,2064,1915,0,1061,877,570,0,1141,307,18,1565,473,230,847,239,600,190,109,457,20,856,165,711,172,562,198,266,230,846,267,129,139,156,85,42,106,250,166,189,231,312,189,267,547,1198,1136,1295,408,714,668,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,3/21/20,5647,3980,0,5376,3571,680,1087,56,290,28,5494,2672,311,439,0,2220,2133,1968,0,1086,891,579,0,1134,319,20,1598,469,238,878,262,610,191,120,470,24,912,173,735,175,591,214,264,230,876,269,137,145,165,85,42,137,259,184,187,247,338,184,270,567,1244,1135,1309,416,710,705,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,3/28/20,10443,12055,0,12087,9008,1403,2065,286,645,80,14223,5199,1690,2001,0,6715,4708,3437,0,1728,1323,896,0,1148,459,32,1835,904,372,2051,498,1012,240,272,759,35,1710,529,2540,866,5612,921,373,330,1938,426,182,160,187,152,52,606,570,715,887,340,5276,409,1153,1407,2408,1133,1569,644,1153,1118,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,4/4/20,17857,21375,0,20636,16163,2433,3539,548,1099,139,25420,8487,3326,3638,0,11632,8122,5916,0,2836,2172,1590,0,1192,740,45,2740,1740,698,4715,786,1372,370,492,1243,69,2732,842,5157,1451,9977,1883,502,486,3493,674,258,262,267,229,104,962,866,1518,1772,475,8884,876,2131,3219,4459,1174,2321,1278,2079,1914,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM,4/11/20,25676,30965,0,29209,23890,3542,5411,997,1587,192,36450,12004,4851,5104,0,16428,11663,8672,0,4233,3218,2472,0,1274,1220,58,3730,2381,1154,7611,1079,1744,495,781,1807,110,3776,1203,8291,1966,13986,2709,636,630,5106,918,350,386,342,306,161,1369,1168,2510,2788,632,11791,1367,3109,5363,6676,1217,3331,1998,3023,2708,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ND,3/7/20,420,97,0,0,0,0,0,0,0,0,0,0,11,31,0,141,127,100,0,54,28,25,0,10,61,1,163,41,15,33,49,7,6,9,25,2,22,4,15,6,16,9,5,18,27,8,4,7,0,1,0,4,1,4,9,1,10,12,3,17,21,10,238,31,43,62,1,3,0,0,0,0,0,0,0,0,0,0,0,0,37,1,42,57,7,15,358,0
ND,3/14/20,425,96,0,0,0,0,0,0,0,0,0,0,11,29,0,148,135,79,0,51,34,33,1,8,96,1,160,26,21,25,37,5,1,11,25,1,9,4,24,3,22,11,8,23,22,6,1,6,1,1,0,6,3,7,8,0,18,6,3,26,12,12,239,44,49,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,1,32,52,2,27,383,0
ND,3/21/20,2686,3290,0,0,0,0,0,0,0,0,0,0,393,718,0,2070,1208,806,0,347,249,183,2,10,423,3,480,149,93,382,231,42,22,58,96,6,219,159,830,171,2058,350,20,174,243,38,10,11,16,51,7,182,110,478,194,12,2020,128,338,427,247,8,809,161,236,244,1,5,0,0,0,0,0,0,0,0,0,0,0,0,184,66,240,346,15,127,4998,0
ND,3/28/20,5893,6697,1,0,0,0,0,0,0,0,0,0,979,1391,0,3820,2621,1762,0,833,658,521,6,19,857,7,891,567,305,1113,379,53,67,146,299,11,547,323,1409,558,3435,719,50,836,480,146,34,40,31,131,25,398,263,530,453,39,3351,450,947,1344,576,41,1472,490,815,531,1,3,0,0,0,0,0,0,0,0,0,0,0,0,540,241,667,755,38,332,10018,0
ND,4/4/20,7923,8243,1,0,0,0,0,0,0,0,0,0,1214,1415,0,4520,3518,2458,0,1185,968,876,13,50,1257,18,958,1562,484,1661,624,66,135,182,343,15,525,484,2185,573,2282,755,84,1924,521,200,51,86,39,184,30,476,266,1014,737,34,2237,443,1733,1832,735,75,1852,683,1988,929,2,20,0,0,0,0,0,0,0,0,0,0,0,0,552,374,803,849,58,401,13130,0
ND,4/11/20,6178,4325,1,0,0,0,0,0,0,0,0,0,788,930,0,2950,2220,1676,0,797,631,502,10,39,1250,9,750,1816,378,1016,480,60,61,108,221,11,292,230,919,550,1242,282,60,730,313,100,34,109,23,74,18,243,226,394,360,37,1291,288,449,1159,362,54,1608,447,2249,631,2,33,0,0,0,0,0,0,0,0,0,0,0,0,572,220,651,677,42,255,8087,0
OR,3/7/20,2042,1094,760,490,3406,0,68,65,120,28,2951,664,0,0,1830,928,902,803,777,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,105,66,45,19,38,9,23,78,74,131,47,212,107,67,211,375,112,863,150,398,324,2,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,3/14/20,1997,1150,876,463,3560,0,66,86,127,24,3023,697,0,0,1943,985,958,852,753,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,95,67,31,13,34,8,47,100,52,112,44,343,102,86,230,305,111,843,142,304,372,2,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,3/21/20,6065,7069,8177,1912,19399,0,254,444,400,118,16768,3327,0,0,12289,6653,5636,3684,2887,0,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,220,97,59,41,120,15,580,382,529,576,162,7682,327,569,976,1025,147,1127,332,839,1033,2,3261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,3/28/20,12387,12720,20709,4243,41573,0,505,1690,743,261,35452,7165,0,0,24766,13908,10858,8001,6679,0,0,2286,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2788,596,238,213,91,232,69,1067,746,2032,2305,213,11609,910,1780,3170,3337,337,2857,1282,2694,1992,4,5254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,4/4/20,14602,13651,26305,5386,49172,0,678,2298,1052,305,40397,9828,0,0,28195,16215,11980,9289,7787,0,0,3080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3046,756,326,265,117,284,105,1533,1028,2383,2587,241,9676,1324,2447,4824,4559,436,3888,1994,3469,2646,4,6620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR,4/11/20,12265,11241,24258,5122,42642,0,579,2027,1029,339,35030,8760,0,0,23443,13905,9538,7491,6550,0,0,2361,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530,756,320,257,114,245,89,1287,858,2007,2481,321,8734,1176,2024,4841,4225,484,3006,1869,3624,2465,6,4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OH,3/31/20,265797,323609,2317,0,0,0,0,0,0,0,0,0,0,0,104246,156250,117672,102828,85255,0,0,25030,442,227,435,54,17944,28602,6914,25453,7764,1983,1769,3023,7314,2277,15291,7580,29437,7236,56619,14776,1101,337728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278,12722,68212,23495,0,16052,468964,0
OK,3/31/20,56664,62132,0,0,0,0,0,0,0,0,0,0,0,0,45124,28427,20785,17122,6442,0,0,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4672,503,7178,12395,77,64397,29947,0
